FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;GROUPE_SPECIALITE;LETTRE_SPECIALITE;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;ID_DOCUMENT;CITE_DOMAINE_FORMATION;NIVEAU_QUALIFICATION_RNCP
26X32060;26X;320;M;;TH2-X;DOCUMENTARISTE SONORE PODCASTER;DOCUMENTARISTE SONORE PODCASTER (3IS);01/09/2021;31/08/2024;;;;;20/01/2024;;;;;;;;;;;rncp 35225;2;DEPPA1;04/02/2022;;320;06
26X32061;26X;320;M;;TH2-X;UX DESIGNER;UX DESIGNER (L'ECOLE MULTIMEDIA);01/09/2021;31/08/2025;;;;;25/03/2025;;;;;;;;;;;rncp 36289;2;DEPPA1;05/04/2022;;320;06
26X32062;26X;320;M;;TH2-X;CONSULT COMM VISUELLE IMAGE MARQ;CONSULTANT EN COMMUNICATION VISUELE ET IMAGE DE MARQUE (EIDM - ISI - ACE EDUCATION);01/09/2022;31/08/2024;;;;;07/08/2023;;;;;;;;;;;rncp 14588;2;DEPPA1;30/09/2023;;320;06
26X32063;26X;320;M;;TH2-X;UX DESIGNER;UX DESIGNER (OPENCLASSROOMS);01/09/2022;31/08/2025;;;;;29/09/2025;;;;;;;;;;;rncp 36903;2;DEPPA1;03/10/2022;;320;06
26X32064;26X;320;M;;TH2-X;COMMUNITY MANAGER;COMMUNITY MANAGER (L'ECOLE MULTIMEDIA);01/09/2022;31/08/2024;;;;;29/09/2024;;;;;;;;;;;rncp 36852;2;DEPPA1;07/10/2022;51;320;06
26X32065;26X;320;M;;TH2-X;LEAD INFOGRAPHISTE 2D - 3D;LEAD INFOGRAPHISTE 2D - 3D (E-TRIBART);01/09/2022;31/08/2024;;;;;24/05/2023;;;;;;;;;;;rncp 15817;2;DEPPA1;30/09/2023;;320;06
26X32066;26X;320;M;;TH2-X;GRAPHISTE MOTION DESIGNER;GRAPHISTE MOTION DESIGNER (ECAD);01/09/2022;31/08/2023;;;;;23/11/2024;;;;;;;;;;;rncp 37066 deja code voir le 26X32204;2;DEPPA1;20/07/2023;;320;06
26X32067;26X;320;M;;TH2-X;COMMUNITY MANAGER;COMMUNITY MANAGER (OPENCLASSROOMS);01/09/2022;31/08/2025;;;;;17/02/2025;;;;;;;;;;;rncp 37347;2;DEPPA1;07/04/2023;;320;06
26X32068;26X;320;V;;TH2-X;PODCASTER DOCUMENTALISTE SONORE;PODCASTER DOCUMENTALISTE SONORE (ESGCV - FLORENT - CIFACOM - CIFAP - ECAD -LEADER FILM);01/09/2022;31/08/2026;;;;;29/09/2025;;;;;;;;;;;rncp 36883;2;DEPPA1;07/04/2023;;320;06
26X32069;26X;320;P;;TH2-X;CHEF DE PROJETS EVENEMENTIELS;CHEF DE PROJETS EVENEMENTIELS (EFCDE);01/09/2022;31/08/2028;;;;;20/09/2028;;;;;;;;;;;rncp 38023;2;DEPPA1;26/09/2023;;320;06
26X32070;26X;320;M;;TH2-X;RESPONSABLE DE LA COMMUNICATION;RESPONSABLE DE LA COMMUNICATION (AUDENCIA);01/09/2023;31/08/2026;;;;;19/07/2026;;;;;;;;;;;rncp 37777;2;DEPPA1;12/10/2023;;320;06
26X32071;26X;320;M;;TH3-X;CONCEPTEUR UI WEB DESIGN;CONCEPTEUR UI ET WEBDESIGN (MJM GRAPHIC DESIGN);01/09/2023;31/08/2027;;;;;15/11/2026;;;;;;;;;;;rncp 38244 remplace le 36X32006 changement de niveau;2;DEPPA1;22/11/2023;;320;06
26X32101;26X;321;N;;TH2-X;CHEF PROJETS MARKETING COMMUNICA;CHEF(FE) DE PROJETS MARKETING ET COMMUNICATION (ESA3);01/09/2013;31/08/2025;;;;;24/04/2025;;;;;;;;;;;rncp 34580 Etudes Superieures Appliquees aux Affaires;2;DEPPA1;10/12/2020;;320;06
26X32102;26X;321;T;;TH2-X;JOURNALISTE PLURIMEDIA;JOURNALISTE PLURIMEDIA (EJT);01/09/2015;31/08/2025;;;;;19/07/2025;;;;;;;;;;;rncp 37841;2;DEPPA1;25/07/2023;;320;06
26X32103;26X;321;T;;TH2-X;JOURNALISTE WEB;JOURNALISTE WEB (ISFJ);01/09/2015;31/08/2025;;;;;23/11/2024;;;;;;;;;;;rncp 37077;2;DEPPA1;20/01/2023;;320;06
26X32104;26X;321;M;;TH2-X;REPORTER CHEF d'EDITION;REPORTER CHEF D'EDITION (ISFJ);01/09/2016;31/08/2021;;;;17/07/2015;25/07/2020;;;;;;;;;;;rncp 25607 ISFJ Institut superieur de formation au journalisme;2;DEPPA1;10/12/2020;;320;06
26X32105;26X;321;M;;TH2-X;SECRETAIRE DE REDACTION;SECRETAIRE DE REDACTION (L'ECOLE MULTIMEDIA);01/09/2019;31/08/2020;;;;19/11/2014;29/11/2019;;;;;;;;;;;rncp 20529;2;DEPPA1;07/10/2022;;320;06
26X32106;26X;321;M;;TH2-X;JOURNALISTE;JOURNALISTE (ESGCV);01/09/2019;31/08/2024;;;;;01/07/2024;;;;;;;;;;;rncp 36624;2;DEPPA1;25/01/2023;;320;06
26X32107;26X;321;N;;TH2-X;CONCEPTEUR(TRICE) REDACTEUR(TRICE;CONCEPTEUR(TRICE) REDACTEUR(TRICE) (SUP DE PUB - GROUPE INSEEC);01/09/2019;31/08/2021;;;;;05/08/2020;;;;;;;;;;;rncp 28759;2;DEPPA1;10/12/2020;;320;06
26X32108;26X;321;N;;TH2-X;RESP DE COMMUNICATION PUBLICITE;RESPONSABLE DE COMMUNICATION ET DE PUBLICITE (SUP DE PUB - GROUPE INSEEC);01/09/2019;31/08/2024;;;;;07/08/2022;;;;;;;;;;;rncp 1739;2;DEPPA1;30/09/2023;;320;06
26X32109;26X;321;M;;TH2-X;CHEF PROJ COMMUNICATION PUBLICITE;CHEF DE PROJET EN COMMUNICATION ET PUBLICITE (GROUPE ESP - ESPD LYON);01/09/2019;31/08/2022;;;;;04/01/2021;;;;;;;;;;;rncp 27510;2;DEPPA1;28/07/2021;;342;06
26X32110;26X;321;T;;TH2-X;JOURNALISTE;JOURNALISTE (CFPJ);01/09/2020;31/08/2025;;;;;02/03/2025;;;;;;;;;;;rncp 34463;2;DEPPA1;10/12/2020;;320;06
26X32111;26X;321;M;;TH2-X;JOURNALISTE REPORTER IMAGES PLURI;JOURNALISTE REPORTER D'IMAGES PLURIMEDIA (EMI-CFD);01/09/2021;31/08/2026;;;;;31/05/2026;;;;;;;;;;;rncp 37664;2;DEPPA1;24/06/2023;;320;06
26X32112;26X;321;T;;TH2-X;JOURNALISTE;JOURNALISTE (ISCPA);01/09/2022;31/08/2024;;;;;08/07/2024;;;;;;;;;;;rncp 35743;2;DEPPA1;01/04/2023;;320;06
26X32113;26X;321;M;;TH2-X;JOURNALISTE MULTIMEDIA;JOURNALISTE MULTIMEDIA (EMI-CFD);01/09/2022;31/08/2024;;;;;01/06/2024;;;;;;;;;;;rncp 36466;2;DEPPA1;25/05/2023;;320;06
26X32201;26X;322;T;;TH2-X;DESIGN COM GRAPHIQ ECO RESPONSABL;DESIGNER EN COMMUNICATION GRAPHIQUE ECORESPONSABLE (CAMPUS FONDERIE DE L'IMAGE);01/09/2015;31/08/2025;;;;;10/10/2024;;;;;;;;;;;rncp 34247;2;DEPPA1;10/12/2020;;213;06
26X32202;26X;322;T;;TH2-X;GRAPHISTE MOTION DESIGNER;GRAPHISTE MOTION DESIGNER (CCIP GOBELINS ECOLE DE L'IMAGE);01/09/2016;31/08/2026;;;;;15/09/2026;;;;;;;;;;;rncp 35874;2;DEPPA1;04/03/2022;;213;06
26X32203;26X;322;M;;TH2-X;RESPONS FABRICATION MULTISUPPORT;RESPONSABLE DE FABRICATION MULTISUPPORT (EDINOVO FORMATION);01/09/2018;31/08/2022;;;;;07/06/2021;;;;;;;;;;;rncp 26501;2;DEPPA1;28/07/2021;;213;06
26X32204;26X;322;T;;TH2-X;GRAPHISTE MOTION DESIGNER;GRAPHISTE MOTION DESIGNER (ECAD CONSULTANTS);01/09/2019;31/08/2025;;;;;23/11/2024;;;;;;;;;;;rncp 37066;2;DEPPA1;17/01/2023;;213;06
26X32205;26X;322;T;;TH2-X;DIRECTEUR ARTISTIQUE MULTIMEDIA;DIRECTEUR ARTISTIQUE MULTIMEDIA (ITECOM ART DESIGN);01/09/2019;31/08/2028;;;;;31/08/2028;;;;;;;;;;;rncp 37662;2;DEPPA1;09/06/2023;;213;06
26X32206;26X;322;T;;TH2-X;CONCEPT DESIGNER GRAPHIQUE;CONCEPTEUR DESIGNER GRAPHIQUE (IDEA - LISAA);01/08/2019;31/08/2025;;;;;27/03/2025;;;;;;;;;;;rncp 37409;2;DEPPA1;24/06/2023;;213;06
26X32207;26X;322;N;;TH2-X;CONCEPTEUR CREATION VISUELLE;CONCEPTEUR EN CREATION VISUELLE (SUP DE PUB);01/09/2019;31/08/2025;;;;;24/04/2025;;;;;;;;;;;rncp 34592;2;DEPPA1;10/12/2020;;213;06
26X32208;26X;322;N;;TH2-X;DESIGNER COMM GRAPHIQUE DIGITALE;DESIGNER DE COMMUNICATION GRAPHIQUE ET DIGITALE (IPSAA - ESDAC);01/09/2019;31/08/2025;;;;;18/11/2024;;;;;;;;;;;rncp 34319;2;DEPPA1;10/12/2020;;213;06
26X32209;26X;322;M;;TH2-X;WEB DESIGNER;WEB DESIGNER (ITECOM);01/09/2020;31/08/2024;;;;;01/07/2024;;;;;;;;;;;rncp 36574;2;DEPPA1;06/09/2022;;213;06
26X32210;26X;322;N;;TH2-X;GRAPHISTE MULTIMEDIA;GRAPHISTE MULTIMEDIA (EMI);01/02/2021;31/08/2026;;;;;20/01/2026;;;;;;;;;;;rncp 35213;2;DEPPA1;15/06/2022;;213;06
26X32211;26X;322;T;;TH1-X;GRAPHISTE MOTION DESIGNER;GRAPHISTE MOTION DESIGNER (ITECOM);01/09/2023;31/08/2027;;;;;18/10/2026;;;;;;;;;;;rncp 38143;2;DEPPA1;25/10/2023;;213;06
26X32301;26X;323;T;;TH2-X;JOURNALISTE AUDIOVISUEL;JOURNALISTE AUDIOVISUEL (3IS);01/09/2011;31/08/2015;;;;12/07/2010;22/07/2015;;;;;;;;;;;rncp 9850 demande afomav institut international de l'image et du son;2;DEPPA1;10/12/2020;;213;06
26X32302;26X;323;T;;TH2-X;CHG PN AUDIOV CINEMA EVENMT CULTU;CHARGE DE PRODUCTION EN AUDIOVISUEL, CINEMA ET EVENEMENT CULTUREL (3IS);01/09/2011;31/08/2025;;;;;29/06/2025;;;;;;;;;;;rncp 34708;2;DEPPA1;10/12/2020;;213;06
26X32303;26X;323;N;;TH2-X;DESIGNER NUMERIQUE;DESIGNER NUMERIQUE (ICAN);01/09/2013;31/08/2024;;;;;01/06/2024;;;;;;;;;;;rncp 36443;2;DEPPA1;06/09/2022;;213;06
26X32304;26X;323;V;;TH2-X;ASSISTANT(E) REALISATEUR(TRICE);ASSISTANT(E) REALISATEUR(TRICE) (CLCF);01/09/2019;31/08/2020;;;;;04/10/2019;;;;;;;;;;;rncp 9852 Leader films conservatoire libre du cinema français;2;DEPPA1;10/12/2020;;213;06
26X32305;26X;323;T;;TH2-X;MONTEUR CINEMA ET AUDIOVISUEL;MONTEUR CINEMA ET AUDIOVISUEL (CLCF);01/09/2019;31/08/2025;;;;;25/01/2025;;;;;;;;;;;rncp 37261;2;DEPPA1;24/06/2023;;213;06
26X32306;26X;323;V;;TH2-X;SCRIPTE;SCRIPTE (CLCF);01/09/2019;31/08/2023;;;;;19/07/2022;;;;;;;;;;;rncp 16928 Leader films conservatoire libre du cinema français;2;DEPPA1;06/09/2022;;213;06
26X32307;26X;323;M;;TH2-X;RESP DE PN DE PROJETS CULTURELS;RESPONSABLE DE PRODUCTION DE PROJETS CULTURELS (ECAD CONSULTANTS - IESA);01/09/2019;31/08/2025;;;;;23/11/2024;;;;;;;;;;;rncp 37040;2;DEPPA1;17/01/2023;;210;06
26X32308;26X;323;T;;TH2-X;PHOTOGRAPHE;PHOTOGRAPHE (MJM GRAPHIC DESIGN);01/09/2019;31/08/2025;;;;;26/01/2025;;;;;;;;;;;rncp 36139;2;DEPPA1;16/02/2022;;214;06
26X32309;26X;323;P;;TH2-X;REGISSEUR GENRL SPECTACLE EVENEMT;REGISSEUR GENERAL DU SPECTACLE ET DE L'EVENEMENTIEL (3IS);01/09/2019;31/08/2026;;;;;31/05/2026;;;;;;;;;;;rncp 37611;2;DEPPA1;24/06/2023;;212;06
26X32310;26X;323;M;;TH2-X;CONCEPT TECH IMAGE ANIMEE EFFETS;CONCEPTEUR TECHNIQUE DE L'IIMAGE ANIMEE ET DES EFFETS SPECIAUX (BELLECOUR ATELIERS DE SEVRES);01/09/2019;31/08/2027;;;;;01/07/2027;;;;;;;;;;;rncp 36578;2;DEPPA1;25/01/2023;;213;06
26X32311;26X;323;N;;TH2-X;CONCEPTEUR DE JEUX VIDEO;CONCEPTEUR DE JEUX VIDEO (BELLECOUR);01/09/2019;31/08/2023;;;;;01/07/2023;;;;;;;;;;;rncp 36579;2;DEPPA1;25/01/2023;;213;06
26X32312;26X;323;M;;TH2-X;RESPS PRODUCTIONS AUDIOVISUELLES;RESPONSABLE DE PRODUCTIONS AUDIOVISUELLES (BDE MBA ESG);01/09/2019;31/08/2024;;;;;07/08/2023;;;;;;;;;;;rncp 31173;2;DEPPA1;30/09/2023;;213;06
26X32313;26X;323;M;;TH2-X;ASSISTANT DE PRODUCTION AUDIOVIS;ASSISTANT DE PRODUCTION AUDIOVISUELLE (EICAR);01/09/2019;31/08/2025;;;;;29/05/2025;;;;;;;;;;;rncp 34644 Ecole internationale de creation audiovisuelle et de realisation;2;DEPPA1;29/04/2021;;213;06
26X32314;26X;323;M;;TH2-X;MONTEUR;MONTEUR (EICAR);01/09/2019;31/08/2025;;;;;29/09/2024;;;;;;;;;;;rncp 36882;2;DEPPA1;21/01/2023;;213;06
26X32315;26X;323;M;;TH2-X;TECH AUDOVISUEL MULTITECHNIQUE;TECHNICIEN AUDIOVISUEL MULTITECHNIQUE (EICAR);01/09/2019;31/08/2025;;;;;01/07/2025;;;;;;;;;;;rncp 36616;2;DEPPA1;06/07/2022;;213;06
26X32316;26X;323;M;;TH2-X;CHEF OPERATEUR SON;CHEF OPERATEUR SON (EICAR);01/09/2019;31/08/2026;;;;;29/09/2025;;;;;;;;;;;rncp 36881;2;DEPPA1;10/10/2022;;213;06
26X32317;26X;323;P;;TH2-X;CHARGE DE PRODUCTION DANS LES ICC;CHARGE DE PRODUCTION DANS LES ICC (ISCPA);01/09/2019;31/08/2024;;;;;19/04/2024;;;;;;;;;;;rncp 35536 institut superieur commerce presse audiovisuel;2;DEPPA1;01/04/2023;;213;06
26X32318;26X;323;M;;TH2-X;MONTEUR TRUQUISTE;MONTEUR TRUQUISTE (ITECOM ART DESIGN);01/09/2020;31/08/2025;;;;;01/07/2025;;;;;;;;;;;rncp 36604;2;DEPPA1;06/09/2022;;213;06
26X32319;26X;323;M;;TH2-X;ASSISTANT DE PRODUCTION;ASSISTANT DE PRODUCTION (CEFPF);01/09/2020;31/08/2025;;;;;18/11/2024;;;;;;;;;;;rncp 34316 Centre Europeen de Formation a la Production De Films;2;DEPPA1;10/12/2020;;213;06
26X32320;26X;323;T;;TH2-X;MONTEUR AUDIOVISUEL CINEMA;MONTEUR AUDIOVISUEL CINEMA (3IS SUP);01/09/2020;31/08/2026;;;;;16/12/2025;;;;;;;;;;;rncp 35122;2;DEPPA1;20/04/2021;;213;06
26X32322;26X;323;M;;TH2-X;CADREUR OPERATEUR PRISES DE VUES;CADREUR - OPERATEUR DE PRISE DE VUE (3IS SUP);01/09/2020;31/08/2026;;;;;16/12/2025;;;;;;;;;;;rncp 35131;2;DEPPA1;20/04/2021;;213;06
26X32323;26X;323;M;;TH2-X;CONCEPT COMMUNICATION VISUELLE;CONCEPTEUR(RICE) COMMUNICATION VISUELLE (PARIS COLLEGE OF ART);01/09/2020;31/08/2022;;;;;07/09/2021;;;;;;;;;;;rncp 26797;2;DEPPA1;28/07/2021;;213;06
26X32324;26X;323;P;;TH3-X;REGISSEUR GL SPECTACLE EVENEMENT;REGISSEUR GENERAL DE SPECTACLE ET D'EVENEMENT (CFPTS);01/09/2020;31/08/2024;;;;;25/02/2024;;;;;;;;;;;rncp 36231;2;DEPPA1;08/03/2022;;213;06
26X32325;26X;323;M;;TH2-X;ASSISTANT REALISATEUR;ASSISTANT REALISATEUR (EICAR);01/09/2020;31/08/2024;;;;;29/09/2024;;;;;;;;;;;rncp 36874;2;DEPPA1;25/01/2023;;213;06
26X32326;26X;323;M;;TH2-X;CONCEPT REALI FILM ANIMATION 3D;CONCEPTEUR REALISATEUR DE FILM D'ANIMATION 3D (3 AXES INSTITUT);01/09/2020;31/08/2022;;;;;18/12/2021;;;;;;;;;;;rncp 31901;2;DEPPA1;09/06/2021;;213;06
26X32327;26X;323;M;;TH2-X;CONCEPT REALI JEUX VIDEO INTERACT;CONCEPTEUR REALISATEUR DE JEUX VIDEOS ET DE DISPOSITIFS INTERACTIFS (3 AXES INSTITUT);01/09/2020;31/08/2022;;;;;18/12/2021;;;;;;;;;;;rncp 31902;2;DEPPA1;09/06/2021;;213;06
26X32328;26X;323;M;;TH6-X;REALISATEUR MONTEUR;REALISATEUR MONTEUR (ACFA-MULTIMEDIA);01/09/2020;31/08/2025;;;;;29/09/2025;;;;;;;;;;;rncp 36901;2;DEPPA1;25/01/2023;;213;06
26X32329;26X;323;M;;TH2-X;AUTEUR REALISATEUR;AUTEUR REALISATEUR (EICAR);01/09/2021;31/08/2024;;;;;01/07/2024;;;;;;;;;;;rncp 36615 ecole internationale de creation audiovisuelle et de realisation;2;DEPPA1;06/07/2022;;213;06
26X32330;26X;323;P;;TH2-X;CHG DE PROD AUDIOV CINEMA PMEDIA;CHARGE DE PRODUCTIONS AUDIOVISUELLES, CINEMA ET PLURIMEDIA (SUPDEPROD);01/09/2021;31/08/2024;;;;;15/09/2024;;;;;;;;;;;rncp 35860;2;DEPPA1;21/09/2021;;213;06
26X32331;26X;323;T;;TH2-X;PHOTOGRAPHE;PHOTOGRAPHE (REGESEE);01/09/2021;31/08/2026;;;;;14/10/2025;;;;;;;;;;;rncp 34998;2;DEPPA1;04/03/2022;;213;06
26X32332;26X;323;T;;TH2-2;DIRECTEUR DE LA PHOTOGRAPHIE;DIRECTEUR DE LA PHOTOGRAPHIE (LA CINE FABRIQUE);01/09/2023;31/08/2025;;;;;24/04/2025;;;;;;;;;;;rncp 37496;2;DEPPA1;04/10/2023;;213;06
26X32333;26X;323;T;;TH2-X;CHEF MONTEUR;CHEF MONTEUR (LA CINE FABRIQUE);01/09/2023;31/08/2025;;;;;24/04/2025;;;;;;;;;;;rncp 37497;2;DEPPA1;04/10/2023;;213;06
26X32334;26X;323;T;;TH2-X;INGENIEUR DU SON;INGENIEUR DU SON (LA CINE FABRIQUE);01/09/2023;31/08/2025;;;;;24/04/2025;;;;;;;;;;;rncp 37498;2;DEPPA1;25/10/2023;;213;06
26X32335;26X;323;T;;TH2-X;PRODUCTEUR;PRODUCTEUR (LA CINE FABRIQUE);01/09/2023;31/08/2025;;;;;24/04/2025;;;;;;;;;;;rncp 37499;2;DEPPA1;27/10/2023;;213;06
26X32336;26X;323;V;;TH2-X;SCENARISTE;SCENARISTE (LA CINE FABRIQUE);01/09/2023;31/08/2025;;;;;24/04/2025;;;;;;;;;;;rncp 37500;2;DEPPA1;04/10/2023;;213;06
26X32337;26X;323;M;;TH2-X;MOTION DESIGNER;MOTION DESIGNER (MJM GRAPHIC DESIGN);01/09/2023;31/08/2027;;;;;15/11/2027;;;;;;;;;;;rncp 38268;2;DEPPA1;22/11/2023;;213;06
26X32401;26X;324;T;;TH2-X;STENOTYPISTE DE CONFERENCES;STENOTYPISTE DE CONFERENCES (EDTA SORNAS);01/09/2020;31/08/2024;;;;;20/01/2003;;;;;;;;;;;rncp 35218;2;DEPPA1;30/09/2023;;345;06
26X32402;26X;324;P;;TH2-X;ATTACHE JURIDIQUE;ATTACHE JURIDIQUE (ADDSA);01/09/2021;31/08/2026;;;;;27/03/2026;;;;;;;;;;;rncp 37417;2;DEPPA1;20/07/2023;;345;06
26X32501;26X;325;N;;TH2-X;GESTIONNAIRE DE L'INFO;GESTIONNAIRE DE L'INFORMATION NUMERIQUE (EBD);01/09/2010;31/08/2027;;;;;26/01/2027;;;;;;;;;;;rncp 36153;2;DEPPA1;05/09/2022;;322;06
26X32502;26X;325;M;;TH2-X;DOCUMENTALISTE MULTIMEDIA;DOCUMENTALISTE MULTIMEDIA (INA);01/09/2021;31/08/2024;;;;;29/06/2023;;;;;;;;;;;rncp 34706;2;DEPPA1;30/09/2023;;322;06
26X32601;26X;326;T;;TH2-X;ADMINISTRATEUR SYSTEMES  RESEAUX;ADMINISTRATEUR(TRICE) SYSTEMES, RESEAUX ET SECURITE (AFTI);01/09/2006;31/08/2025;;;;25/02/2016;02/03/2025;;;;;;;;;;;rncp 34474 ass formation aux techniques industrie remplace le 36X3260A;2;DEPP A1;10/12/2020;;481;06
26X32602;26X;326;N;;TH2-X;ADMINISTRATEUR RESEAUX;AMINISTRATEUR RESEAUX (ISCIO);01/09/2007;31/08/2013;;;;;;;;;;;;;;;;non remonte en 2010 2011 2012;2;DEPPA1;08/11/2022;;481;06
26X32603;26X;326;R;;TH2-X;RESP ETUDES DEVPT DU SYST D'INFOR;RESPONSABLE EN ETUDES ET EN DEVELOPPEMENT DU SYSTEME D'INFORMATION (HITEMA);01/09/2010;31/08/2017;;;;22/12/2014;31/12/2015;;;;;;;;;;;rncp 9407 remplace par le 16X32606;2;DEPPA1;10/12/2020;;481;06
26X32604;26X;326;N;;TH2-X;ANALYSTE INFORMATICIEN;ANALYSTE INFORMATICIEN (AFCEPF);01/09/2010;31/08/2022;;;;26/05/2016;07/07/2021;;;;;;;;;;;rncp 26858 Association Française pour le Conseil et l'Education Professionnelle (AFCEPF) CFA INSTA;2;DEPPA1;28/07/2021;;481;06
26X32605;26X;326;N;;TH2-X;ADMINISTRATEUR SYSTEMES ET RESX;ADMINISTRATEUR SYSTEMES ET RESEAUX (CESI);01/09/2011;31/08/2027;;;;;15/12/2026;;;;;;;;;;;rncp 36075;2;DEPPA1;04/03/2022;;481;06
26X32606;26X;326;N;;TH2-X;CHEF DE PROJET INFORMATIQUE;CHEF DE PROJET INFORMATIQUE (CESI);01/09/2012;31/08/2027;;;;;15/10/2026;;;;;;;;;;;rncp 35970;2;DEPPA1;22/01/2022;;481;06
26X32607;26X;326;N;;TH2-X;CHEF DE PROJET LOGICIELS RESEAUX;CHEF DE PROJET LOGICIEL ET RESEAUX (ANAPIJ);01/09/2013;31/08/2025;;;;;24/04/2025;;;;;;;;;;;rncp 34568;2;DEPPA1;10/12/2020;;481;06
26X32608;26X;326;N;;TH2-X;RESPONSABLE PROJETS INFORMATIQUES;RESPONSABLE DE PROJETS INFORMATIQUES (FONDATION LA MACHE PARTNER FORMATION-ISITECH);01/09/2013;31/08/2024;;;;;07/08/2022;;;;;;;;;;;rncp 13387;2;DEPPA1;30/09/2023;;481;06
26X32609;26X;326;M;;TH2-X;CHEF DE PROJET WEB;CHEF DE PROJET WEB (ESTEI);01/09/2014;31/08/2016;;;;27/11/2012;09/12/2015;;;;;;;;;;;rncp 15794 ecolde sup des technologies electronique informatique infographie remplace par le 16X32607;2;DEPPA1;10/12/2020;;481;06
26X32610;26X;326;M;;TH2-X;ADMINISTRATEUR DE SYSTEMES D'INFO;ADMINISTRATEUR(TRICE) DE SYSTEMES D'INFORMATION (IP-FORMATION);01/09/2014;31/08/2024;;;;29/07/2014;10/09/2024;;;;;;;;;;;rncp 34206 Institut prive superieur du systeme d'information IPSSI;2;DEPPA1;10/12/2020;;481;06
26X32611;26X;326;N;;TH2-X;CHEF DE PROJET DIGITAL;CHEF DE PROJET DIGITAL (IEF21);01/09/2017;31/08/2026;;;;;20/09/2026;;;;;;;;;;;rncp 38018;2;DEPPA1;26/09/2023;;481;06
26X32612;26X;326;N;;TH2-X;CHG PROJETS SYSTM INFORMATIQ APPL;CHARGE(E) DE PROJETS EN SYSTEMES INFORMATIQUES APPLIQUES (CRESPA - GROUPE SCIENCES U);01/09/2017;31/08/2024;;;;23/02/2017;03/03/2022;;;;;;;;;;;rncp 27812 CENTRE REGIONAL D'ETUDES SUPERIEURES POUR LA PREPARATION AUX AFFAIRES demande cfa providence;2;DEPPA1;30/09/2023;;481;06
26X32613;26X;326;M;;TH2-X;RESP STRATJ DIGITALE GESTION PROJ;RESPONSABLE EN STRATEGIE DIGITALE ET GESTION DE PROJET (EFREI PARIS);01/09/2018;31/08/2022;;;;31/01/2018;08/02/2021;;;;;;;;;;;rncp 29818 ecole francaise d'electronique et d'informatique;2;DEPPA1;28/07/2021;;481;06
26X32614;26X;326;N;;TH2-X;ADMINISTRATEUR SYSTEMES RESEAUX;ADMINISTRATEUR(TRICE) SYSTEMES ET RESEAUX (DORANCO);01/09/2017;31/08/2026;;;;;18/11/2025;;;;;;;;;;;rncp 35093;2;DEPPA1;12/03/2021;;481;06
26X32615;26X;326;T;;TH2-X;DEVELOPPEUR CONCEPTEUR LOGICIEL;DEVELOPPEUR CONCEPTEUR LOGICIEL (OPENCLASSROOMS);01/09/2017;31/08/2026;;;;;20/09/2026;;;;;;;;;;;rncp 38038;2;DEPPA1;23/09/2023;;481;06
26X32616;26X;326;P;;TH2-X;CHEF DE PROJETS DIGITAUX;CHEF DE PROJETS DIGITAUX (EEMI);01/09/2018;31/08/2026;;;;;19/04/2026;;;;;;;;;;;rncp 35541;2;DEPPA1;13/07/2021;;481;06
26X32617;26X;326;T;;TH2-X;CHEF DE PROJETS DIGITAL;CHEF DE PROJETS DIGITAL (OPENCLASSROOMS);01/09/2018;31/08/2024;;;;;07/08/2021;;;;;;;;;;;rncp 31187 prolonge pour sifa;2;DEPPA1;30/09/2023;;481;06
26X32618;26X;326;M;;TH2-X;CONCEPTEUR DVPEUR APPLI NUMERIQ;CONCEPTEUR DEVELOPPEUR D'APPLICATIONS NUMERIQUES (ADIP - IPI);01/09/2019;31/08/2027;;;;;01/06/2027;;;;;;;;;;;rncp 36463 Association pour le developpement de l'insertion professionnelle - Institut de poly-informatique;2;DEPPA1;07/07/2022;;481;06
26X32619;26X;326;R;;TH2-X;ADMINISTRATEUR SYSTEMES RESEAUX;ADMINISTRATEUR SYSTEMES ET RESEAUX (IMIE);01/09/2019;31/08/2021;;;;17/07/2015;25/07/2020;;;;;;;;;;;rncp 23683 Institut des metiers de l'informatique et de l'entreprise demande sifa;2;DEPPA1;10/12/2020;;481;06
26X32620;26X;326;R;;TH2-X;ADMINISTRATEUR SYSTEMES RESEAUX;ADMINISTRATEUR(TRICE) SYSTEMES ET RESEAUX (IEF2I);01/09/2019;31/08/2024;;;;15/12/2016;18/12/2020;;;;;;;;;;;rncp 16895 demande ief2i;2;DEPPA1;30/09/2023;;481;06
